,phi_loss,phi_std,avg_pred_loss,avg_pred_std,before_loss,before_std,folder,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/learning_rate,config/alpha,config/phi_first_out,config/phi_second_out,config/discrim_hidden,config/dim_a,config/SN,logdir
403,1.5649677748049369,0.4009605484162812,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_05_54_cmd_res_ex_128_80_a5_h30_e1000,1721344007,,True,1,ae4542bc,2024-07-18_19-06-47,3653.046468257904,3653.046468257904,1620610,CICSUNIX-US-003,172.31.105.37,3653.046468257904,1,0.004970880054493018,0.013189828659106428,128,80,30,5,8,ae4542bc
404,1.5023841114129282,0.3618863497976882,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_08_55_cmd_res_ex_128_80_a5_h30_e1000,1721344187,,False,1,7f9b7aff,2024-07-18_19-09-47,3651.8415274620056,3651.8415274620056,1941870,CICSUNIX-US-003,172.31.105.37,3651.8415274620056,1,0.0049794412910462256,0.010321368700495442,128,80,30,5,8,7f9b7aff
405,1.498797680533844,0.3262713224180243,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_17_35_cmd_res_ex_128_80_a5_h30_e1000,1721344687,,False,1,9cd6002f,2024-07-18_19-18-07,3631.445482969284,3631.445482969284,2871560,CICSUNIX-US-003,172.31.105.37,3631.445482969284,1,0.0039457856912668825,0.010566880423422284,128,80,30,5,8,9cd6002f
406,1.494358430120188,0.35493823152214327,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_19_32_cmd_res_ex_128_80_a5_h30_e1000,1721344795,,False,1,fe91b374,2024-07-18_19-19-55,3622.9064526557922,3622.9064526557922,3081233,CICSUNIX-US-003,172.31.105.37,3622.9064526557922,1,0.004957010940936362,0.01015755836581771,128,80,30,5,8,fe91b374
407,1.5038137396459526,0.3448395190263745,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_31_17_cmd_res_ex_128_80_a5_h30_e1000,1721345511,,False,1,9fa6486a,2024-07-18_19-31-51,3633.5362327098846,3633.5362327098846,152915,CICSUNIX-US-003,172.31.105.37,3633.5362327098846,1,0.0038467987931345114,0.01044000948497155,128,80,30,5,8,9fa6486a
408,5.486383775513223,1.3814935090122826,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_32_14_cmd_res_ex_128_80_a5_h30_e1000,1721345694,,True,1,1e206db0,2024-07-18_19-34-54,3760.0455729961395,3760.0455729961395,254944,CICSUNIX-US-003,172.31.105.37,3760.0455729961395,1,7.385635568871431e-06,0.012657946023539951,128,80,30,5,8,1e206db0
409,1.4777035850009974,0.3571525305907653,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_44_39_cmd_res_ex_128_80_a5_h30_e1000,1721346286,,False,1,5a79507a,2024-07-18_19-44-46,3606.696955680847,3606.696955680847,1594867,CICSUNIX-US-003,172.31.105.37,3606.696955680847,1,0.003947848078416643,0.026908060336934006,128,80,30,5,8,5a79507a
410,1.4572798169680543,0.36223483230532283,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_44_52_cmd_res_ex_128_80_a5_h30_e1000,1721346307,,False,1,2195542b,2024-07-18_19-45-07,3614.423008441925,3614.423008441925,1617820,CICSUNIX-US-003,172.31.105.37,3614.423008441925,1,0.0038763215644360377,0.010517701228820658,128,80,30,5,8,2195542b
411,1.558294266590139,0.32981034143453797,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_47_41_cmd_res_ex_128_80_a5_h30_e1000,1721346481,,True,1,2d564327,2024-07-18_19-48-01,3619.4974167346954,3619.4974167346954,1922412,CICSUNIX-US-003,172.31.105.37,3619.4974167346954,1,0.004964542392653428,0.012349101033010174,128,80,30,5,8,2d564327
412,1.5683091917310374,0.3546297076191262,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_49_08_cmd_res_ex_128_80_a5_h100_e1000,1721346578,,True,1,70d05b8b,2024-07-18_19-49-38,3629.7941477298737,3629.7941477298737,2077476,CICSUNIX-US-003,172.31.105.37,3629.7941477298737,1,0.004990481747147587,0.0266715287331758,128,80,100,5,8,70d05b8b
413,1.5725023446743323,0.38147902419242247,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_50_16_cmd_res_ex_128_80_a5_h30_e1000,1721346648,,True,1,966419ac,2024-07-18_19-50-48,3631.1713004112244,3631.1713004112244,2197662,CICSUNIX-US-003,172.31.105.37,3631.1713004112244,1,0.004884179775062139,0.027482729973212598,128,80,30,5,8,966419ac
414,3.215806702597285,0.7004930526678744,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_50_52_cmd_res_ex_128_80_a5_h30_e1000,1721346766,,True,1,3d7df294,2024-07-18_19-52-46,3713.7502772808075,3713.7502772808075,2260763,CICSUNIX-US-003,172.31.105.37,3713.7502772808075,1,3.2024629760293003e-05,0.027427794099440676,128,80,30,5,8,3d7df294
415,1.4547047541825713,0.34244056922152494,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_51_57_cmd_res_ex_128_80_a5_h30_e1000,1721346745,,False,1,78723dec,2024-07-18_19-52-25,3628.0093705654144,3628.0093705654144,2373378,CICSUNIX-US-003,172.31.105.37,3628.0093705654144,1,0.00393316521215317,0.0275323688681562,128,80,30,5,8,78723dec
416,1.4502013532060003,0.3555420118929544,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_53_33_cmd_res_ex_128_80_a5_h100_e1000,1721346834,,False,1,a139c2c8,2024-07-18_19-53-54,3620.57567858696,3620.57567858696,2542564,CICSUNIX-US-003,172.31.105.37,3620.57567858696,1,0.003792948762873951,0.02848532266944196,128,80,100,5,8,a139c2c8
417,1.5466344449586296,0.3708757802228441,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202418_54_09_cmd_res_ex_128_80_a5_h100_e1000,1721346865,,True,1,df650281,2024-07-18_19-54-25,3615.438873052597,3615.438873052597,2604758,CICSUNIX-US-003,172.31.105.37,3615.438873052597,1,0.003970395231633369,0.02733549773626788,128,80,100,5,8,df650281
418,1.4963491791324002,0.36589272635841485,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_05_32_cmd_res_ex_128_80_a5_h100_e1000,1721347447,,False,1,d8e94fbf,2024-07-18_20-04-07,3514.435915708542,3514.435915708542,3838902,CICSUNIX-US-003,172.31.105.37,3514.435915708542,1,0.00397226284016048,0.027453523204278997,128,80,100,5,8,d8e94fbf
419,1.581416169672017,0.367950337193853,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_06_50_cmd_res_ex_128_80_a5_h100_e1000,1721347478,,True,1,030b2fc0,2024-07-18_20-04-38,3468.4285640716553,3468.4285640716553,3978833,CICSUNIX-US-003,172.31.105.37,3468.4285640716553,1,0.004747812932520008,0.027860658775066282,128,80,100,5,8,030b2fc0
420,1.4338323368285952,0.31849294189904714,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_09_50_cmd_res_ex_128_80_a5_h100_e1000,1721347619,,False,1,6e25fe0c,2024-07-18_20-06-59,3429.5734236240387,3429.5734236240387,110620,CICSUNIX-US-003,172.31.105.37,3429.5734236240387,1,0.004940718942514527,0.026234084513877397,128,80,100,5,8,6e25fe0c
421,1.5309383363477025,0.3708125223148243,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_18_10_cmd_res_ex_128_80_a5_h100_e1000,1721348025,,True,1,1414167e,2024-07-18_20-13-45,3334.827487230301,3334.827487230301,1017775,CICSUNIX-US-003,172.31.105.37,3334.827487230301,1,0.003882474558534499,0.02738234685857331,128,80,100,5,8,1414167e
422,1.733227660349467,0.4238052921429048,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_19_58_cmd_res_ex_40_80_a5_h100_e1000,1721348012,,True,1,723f7dcf,2024-07-18_20-13-32,3214.6973881721497,3214.6973881721497,1213026,CICSUNIX-US-003,172.31.105.37,3214.6973881721497,1,0.0038991454000853617,0.02635500338410491,40,80,100,5,8,723f7dcf
423,4.833242511993882,1.2325181009455402,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_31_54_cmd_res_ex_40_80_a5_h100_e1000,1721348677,,True,1,158bd598,2024-07-18_20-24-37,3163.2923607826233,3163.2923607826233,2528030,CICSUNIX-US-003,172.31.105.37,3163.2923607826233,1,1.829842655149326e-05,0.02663737218765242,40,80,100,5,8,158bd598
424,1.5495655666393937,0.37368813125275585,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_34_57_cmd_res_ex_128_80_a5_h100_e1000,1721348875,,True,1,d4a4b032,2024-07-18_20-27-55,3178.2405049800873,3178.2405049800873,2867069,CICSUNIX-US-003,172.31.105.37,3178.2405049800873,1,0.0032571924226592617,0.02674551693804711,128,80,100,5,8,d4a4b032
425,1.724028105541275,0.4039664759196259,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_44_49_cmd_res_ex_40_80_a5_h100_e1000,1721349309,,True,1,d3b5405e,2024-07-18_20-35-09,3019.9577326774597,3019.9577326774597,3980278,CICSUNIX-US-003,172.31.105.37,3019.9577326774597,1,0.003246669650418242,0.02642302465354954,40,80,100,5,8,d3b5405e
426,1.8064082605705198,0.3917493265984659,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_45_10_cmd_res_ex_40_80_a5_h100_e1000,1721349323,,True,1,a63ef2f6,2024-07-18_20-35-23,3013.208438873291,3013.208438873291,4019300,CICSUNIX-US-003,172.31.105.37,3013.208438873291,1,0.0032319175472711992,0.02760115976047136,40,80,100,5,8,a63ef2f6
427,1.7442825837439986,0.3757693811859674,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_48_04_cmd_res_ex_40_80_a5_h100_e1000,1721349511,,True,1,6d5338b7,2024-07-18_20-38-31,3026.8222439289093,3026.8222439289093,152806,CICSUNIX-US-003,172.31.105.37,3026.8222439289093,1,0.004973865398363652,0.02662241613314577,40,80,100,5,8,6d5338b7
428,4.754956461916994,1.1985298277082623,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_49_41_cmd_res_ex_40_80_a5_h100_e1000,1721349680,,True,1,27853266,2024-07-18_20-41-20,3098.733139514923,3098.733139514923,332201,CICSUNIX-US-003,172.31.105.37,3098.733139514923,1,2.0720110638227683e-05,0.02741624627614731,40,80,100,5,8,27853266
429,1.528949030250303,0.35559193806310657,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,07_18_202419_50_51_cmd_res_ex_128_80_a5_h100_e1000,1721349802,,True,1,5a26c1ca,2024-07-18_20-43-22,3150.455876350403,3150.455876350403,460235,CICSUNIX-US-003,172.31.105.37,3150.455876350403,1,0.0032954497389022564,0.026671746215493283,128,80,100,5,8,5a26c1ca
