,phi_loss,phi_std,avg_pred_loss,avg_pred_std,before_loss,before_std,folder,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/learning_rate,config/alpha,config/phi_first_out,config/phi_second_out,config/discrim_hidden,config/dim_a,config/gamma,config/SN,logdir
10,6.267867630998256,1.4625431352849985,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_00_49_cmd_res_ex_80_256_a12_h30_e500,1719586033,,True,1,763fdb7c,2024-06-28_10-47-13,2784.7956421375275,2784.7956421375275,2115518,CICSUNIX-US-003,172.31.105.37,2784.7956421375275,1,5.251633013029623e-06,0.12398747086204265,80,256,30,12,10,4,763fdb7c
11,3.2487281903294702,0.6803294758287408,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_00_51_cmd_res_ex_90_80_a10_h40_e500,1719585984,,True,1,72f56cba,2024-06-28_10-46-24,2733.223006248474,2733.223006248474,2115975,CICSUNIX-US-003,172.31.105.37,2733.223006248474,1,0.0002532589850521046,0.12130178864365458,90,80,40,10,20,4,72f56cba
12,2.8902294047412727,0.6233546083865333,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_00_53_cmd_res_ex_128_256_a16_h100_e500,1719586128,,False,1,2c9aa2f8,2024-06-28_10-48-48,2875.8242976665497,2875.8242976665497,2116498,CICSUNIX-US-003,172.31.105.37,2875.8242976665497,1,0.0003176349328049151,0.13608687843170444,128,256,100,16,10,8,2c9aa2f8
13,3.6291073142952435,0.7544761449430956,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_00_55_cmd_res_ex_100_256_a8_h100_e500,1719586126,,True,1,6ac7f852,2024-06-28_10-48-46,2871.3395776748657,2871.3395776748657,2116990,CICSUNIX-US-003,172.31.105.37,2871.3395776748657,1,8.870483479476384e-05,0.1791979796157427,100,256,100,8,20,6,6ac7f852
14,5.295115727843676,1.2990661799224321,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_00_57_cmd_res_ex_100_90_a6_h128_e500,1719585960,,True,1,eae3884b,2024-06-28_10-46-00,2703.3556129932404,2703.3556129932404,2117651,CICSUNIX-US-003,172.31.105.37,2703.3556129932404,1,3.415002180338908e-05,0.031966166765136306,100,90,128,6,10,2,eae3884b
15,2.893316612066955,0.6256764541600739,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_00_58_cmd_res_ex_70_90_a10_h100_e500,1719585910,,False,1,93cb3807,2024-06-28_10-45-10,2651.359283685684,2651.359283685684,2118491,CICSUNIX-US-003,172.31.105.37,2651.359283685684,1,0.0006418400259634144,0.04532368313652636,70,90,100,10,20,4,93cb3807
16,2.9245198191438946,0.6202268290992283,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_45_14_cmd_res_ex_100_80_a8_h128_e500,1719588773,,True,1,d5c2eb2a,2024-06-28_11-32-53,2859.4234228134155,2859.4234228134155,1811565,CICSUNIX-US-003,172.31.105.37,2859.4234228134155,1,0.0008105949512504504,0.09857913368908404,100,80,128,8,20,4,d5c2eb2a
17,4.757354027980029,1.0951568727196244,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_45_16_cmd_res_ex_100_256_a16_h30_e500,1719589107,,True,1,e6678296,2024-06-28_11-38-27,3191.086132287979,3191.086132287979,1816356,CICSUNIX-US-003,172.31.105.37,3191.086132287979,1,2.83096048233893e-05,0.07011288252149894,100,256,30,16,10,2,e6678296
18,6.2991334830956465,1.4791060939773062,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_45_34_cmd_res_ex_80_256_a12_h100_e500,1719588961,,True,1,735bc0a2,2024-06-28_11-36-01,3026.6405992507935,3026.6405992507935,1842465,CICSUNIX-US-003,172.31.105.37,3026.6405992507935,1,6.116349816238767e-06,0.09016512407621889,80,256,100,12,10,2,735bc0a2
19,4.885516536124307,1.1685521964903312,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_45_37_cmd_res_ex_100_100_a16_h30_e500,1719588784,,True,1,7e121d83,2024-06-28_11-33-04,2846.696058034897,2846.696058034897,1844849,CICSUNIX-US-003,172.31.105.37,2846.696058034897,1,3.4090739231275545e-05,0.12007794275465446,100,100,30,16,20,6,7e121d83
20,2.9692415832781607,0.6160626949536229,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_45_42_cmd_res_ex_90_128_a6_h128_e500,1719588800,,True,1,1b5f4d35,2024-06-28_11-33-20,2858.8324897289276,2858.8324897289276,1852003,CICSUNIX-US-003,172.31.105.37,2858.8324897289276,1,0.000427914729944364,0.03740777911448153,90,128,128,6,20,6,1b5f4d35
21,4.798857678296763,1.1316442111653353,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_45_50_cmd_res_ex_100_80_a14_h50_e500,1719588857,,True,1,e4840a80,2024-06-28_11-34-17,2906.2131564617157,2906.2131564617157,1864409,CICSUNIX-US-003,172.31.105.37,2906.2131564617157,1,4.075661765764192e-05,0.13029171773793638,100,80,50,14,20,4,e4840a80
22,6.407915932386496,1.4616945177238445,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_45_57_cmd_res_ex_80_80_a14_h100_e500,1719588687,,True,1,0811f4f1,2024-06-28_11-31-27,2729.0506188869476,2729.0506188869476,1873023,CICSUNIX-US-003,172.31.105.37,2729.0506188869476,1,8.443072926052614e-06,0.1757636623075692,80,80,100,14,10,4,0811f4f1
23,5.532801710944513,1.322599895746927,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_46_00_cmd_res_ex_80_90_a16_h40_e500,1719588788,,True,1,f1e15f12,2024-06-28_11-33-08,2827.836683034897,2827.836683034897,1875842,CICSUNIX-US-003,172.31.105.37,2827.836683034897,1,1.6482604128116936e-05,0.10342018158729423,80,90,40,16,20,4,f1e15f12
24,2.7161581017846586,0.5277278033475167,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_46_03_cmd_res_ex_80_80_a12_h128_e500,1719588692,,False,1,892b6b07,2024-06-28_11-31-32,2729.502052783966,2729.502052783966,1878912,CICSUNIX-US-003,172.31.105.37,2729.502052783966,1,0.0007961270096501444,0.0683753748386732,80,80,128,12,10,4,892b6b07
25,3.280056449514976,0.6904760560319771,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_46_09_cmd_res_ex_256_70_a12_h50_e500,1719589006,,True,1,3b633a60,2024-06-28_11-36-46,3036.9908244609833,3036.9908244609833,1885674,CICSUNIX-US-003,172.31.105.37,3036.9908244609833,1,0.00011752796987580314,0.19993042079590703,256,70,50,12,20,6,3b633a60
26,4.491027355240465,0.8976686513797711,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_46_11_cmd_res_ex_256_80_a8_h60_e500,1719589004,,True,1,3adb88fe,2024-06-28_11-36-44,3032.780767917633,3032.780767917633,1887566,CICSUNIX-US-003,172.31.105.37,3032.780767917633,1,0.004856540344296928,0.19826206445134517,256,80,60,8,20,8,3adb88fe
27,4.532258350882984,0.9621148207770492,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_46_27_cmd_res_ex_80_256_a8_h60_e500,1719589020,,True,1,78a29c77,2024-06-28_11-37-00,3032.4263050556183,3032.4263050556183,1904197,CICSUNIX-US-003,172.31.105.37,3032.4263050556183,1,0.0037357775354841735,0.18528654208052428,80,256,60,8,20,8,78a29c77
28,6.488540439822172,1.400943924681003,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_47_14_cmd_res_ex_256_256_a8_h60_e500,1719590079,,True,1,7d586eef,2024-06-28_11-54-39,4045.0119245052338,4045.0119245052338,1948995,CICSUNIX-US-003,172.31.105.37,4045.0119245052338,1,0.0040302762203532514,0.18173200811145301,256,256,60,8,20,8,7d586eef
29,7.469488816328829,1.5911167349397768,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_47_17_cmd_res_ex_256_128_a8_h60_e500,1719589468,,True,1,ae01f1ac,2024-06-28_11-44-28,3431.528836965561,3431.528836965561,1950863,CICSUNIX-US-003,172.31.105.37,3431.528836965561,1,0.004488146912978968,0.19490252689716595,256,128,60,8,20,8,ae01f1ac
30,4.264516124642757,0.9082821702770834,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_48_49_cmd_res_ex_256_128_a8_h60_e500,1719589637,,True,1,db4c796a,2024-06-28_11-47-17,3508.1790199279785,3508.1790199279785,2017508,CICSUNIX-US-003,172.31.105.37,3508.1790199279785,1,0.004851413715523082,0.19701440914908772,256,128,60,8,20,8,db4c796a
31,7.60555675263063,1.6237183292199393,8.433405216387943,1.8057103413059725,8.69058937218443,1.9075824778021837,06_28_202410_48_52_cmd_res_ex_256_128_a8_h60_e500,1719589650,,True,1,826bf730,2024-06-28_11-47-30,3518.2232160568237,3518.2232160568237,2018681,CICSUNIX-US-003,172.31.105.37,3518.2232160568237,1,0.0049355632998787915,0.08391334738126058,256,128,60,8,20,8,826bf730
